FuncionarioID,Nome,Idade,Departamento,Cargo,Localização,Salário,DataAdmissao
346,Bruno Gonçalves,40,Produção,Gerente,Reino Unido,7253,2020-05-02
347,Bárbara Souza,24,Recursos Humanos,Diretor,Índia,8816,2010-12-02
348,Benjamin Farias,55,Engenharia,Técnico,Coreia do Sul,10473,2010-05-08
349,Pedro Miguel Gomes,53,TI,Analista,Brasil,6678,2020-06-03
350,Enzo Jesus,45,Recursos Humanos,Gerente,EUA,4224,2023-07-15
351,Isis Castro,38,Marketing,Engenheiro,China,15741,2023-07-09
352,Letícia Almeida,45,TI,Analista,Alemanha,18468,2019-01-28
353,Cauã da Costa,27,TI,Coordenador,Coreia do Sul,13281,2023-08-08
354,Enzo Almeida,45,Engenharia,Gerente,Coreia do Sul,5771,2022-05-03
355,João Pedro Porto,23,Recursos Humanos,Coordenador,Alemanha,14907,2019-03-04
356,Valentina Cavalcanti,50,Produção,Engenheiro,China,7820,2013-06-28
357,João Miguel Castro,36,Marketing,Engenheiro,Coreia do Sul,17262,2012-10-26
358,Ana Júlia Teixeira,24,Marketing,Técnico,Índia,18055,2010-10-10
359,Nathan da Conceição,22,TI,Engenheiro,China,14590,2011-11-25
360,Elisa Alves,45,Vendas,Técnico,China,16814,2018-07-12
361,Thiago Moreira,32,Recursos Humanos,Analista,Índia,9556,2021-11-20
362,Dr. Pedro Barros,55,Vendas,Analista,Reino Unido,18196,2013-08-14
363,Sr. Juan Souza,31,Recursos Humanos,Assistente,Reino Unido,7954,2013-05-16
364,Gabriela da Mata,41,Produção,Gerente,EUA,6849,2016-01-03
365,Thales Rezende,56,Engenharia,Analista,Índia,3856,2020-08-10
366,Heloísa Jesus,29,Financeiro,Gerente,Reino Unido,13306,2020-09-24
367,Joana Silveira,55,TI,Coordenador,EUA,5860,2023-10-01
368,Alice Souza,22,Engenharia,Assistente,Alemanha,14034,2015-09-14
369,Pedro Miguel Araújo,31,Produção,Engenheiro,China,19982,2020-12-28
370,Fernanda Carvalho,33,Engenharia,Analista,Reino Unido,3275,2020-04-09
371,Laís Costa,44,Engenharia,Coordenador,EUA,11304,2014-06-23
372,Dra. Sophia Ramos,59,Financeiro,Analista,EUA,13398,2012-07-28
373,Eduarda Moura,34,Recursos Humanos,Coordenador,Coreia do Sul,18712,2022-06-08
374,Augusto da Cunha,30,Marketing,Gerente,Reino Unido,18030,2020-01-09
375,Breno da Rocha,39,Vendas,Engenheiro,Alemanha,16875,2022-09-22
376,Elisa Gonçalves,32,TI,Assistente,Alemanha,13384,2022-10-09
377,Srta. Laura Silva,59,Produção,Diretor,Alemanha,7385,2010-05-21
378,Esther Campos,46,Engenharia,Gerente,Reino Unido,10154,2016-03-01
379,Renan da Rocha,26,Marketing,Assistente,Brasil,19832,2019-08-15
380,Sophie Oliveira,27,Financeiro,Gerente,Coreia do Sul,3977,2014-10-29
381,Nathan Dias,46,Produção,Diretor,Coreia do Sul,17090,2010-07-19
382,Kamilly Ferreira,25,Engenharia,Assistente,China,9302,2015-05-27
383,Vitor Almeida,42,Produção,Coordenador,Índia,8380,2018-06-21
384,Danilo Moura,40,Financeiro,Técnico,China,5657,2018-08-05
385,Kevin da Mata,28,Engenharia,Gerente,Reino Unido,7740,2022-04-03
386,Lívia Monteiro,54,Marketing,Engenheiro,Reino Unido,14750,2022-12-24
387,Heitor Cavalcanti,60,Engenharia,Engenheiro,Reino Unido,15127,2022-04-18
388,Calebe Lima,56,Vendas,Coordenador,EUA,18500,2011-09-02
389,Leandro Silva,45,Produção,Coordenador,Reino Unido,17512,2015-12-20
390,Cecília Costela,42,Financeiro,Assistente,Reino Unido,6758,2017-08-11
391,Lucas Gabriel Correia,22,Financeiro,Assistente,EUA,19650,2020-10-01
392,Vinicius da Conceição,49,Recursos Humanos,Assistente,China,10020,2022-11-22
393,Laís Fogaça,47,Recursos Humanos,Analista,Brasil,4276,2013-07-02
394,Gabriel da Mota,33,Produção,Assistente,China,5782,2017-05-22
395,João Lucas Barbosa,29,Produção,Diretor,China,9098,2011-12-06
396,Maria Campos,35,Marketing,Assistente,Alemanha,8349,2015-01-03
397,Ana Carolina Silveira,55,Produção,Engenheiro,Brasil,13097,2013-11-21
398,Eduarda Aragão,40,Recursos Humanos,Coordenador,Brasil,11951,2013-04-15
399,Vitória da Rosa,43,Financeiro,Diretor,China,17357,2013-07-14
400,Dra. Carolina Jesus,29,Recursos Humanos,Coordenador,Coreia do Sul,11201,2019-01-24
401,Sra. Cecília Cardoso,29,Vendas,Diretor,Coreia do Sul,15752,2012-09-26
402,Srta. Isabella Oliveira,35,Vendas,Diretor,Brasil,10406,2021-11-27
403,Luiz Henrique Teixeira,60,Marketing,Analista,China,9246,2017-04-26
404,Vitor da Mota,38,Engenharia,Diretor,EUA,12670,2023-06-10
405,Pedro Miguel Rocha,54,Recursos Humanos,Coordenador,Alemanha,10657,2011-02-28
406,João Miguel Martins,52,Vendas,Coordenador,China,4730,2014-06-06
407,Agatha Martins,23,Engenharia,Técnico,Coreia do Sul,5923,2016-07-18
408,Maria Sophia Porto,33,Produção,Diretor,China,15847,2010-09-27
409,Vinicius Porto,47,Engenharia,Coordenador,China,17025,2018-06-01
410,Luana Pires,38,Financeiro,Analista,Reino Unido,3508,2015-04-09
411,Sarah Moreira,59,Vendas,Engenheiro,Reino Unido,18950,2018-02-21
412,Thales Alves,39,Engenharia,Engenheiro,Coreia do Sul,5989,2020-08-23
413,Dr. Rodrigo Moura,47,TI,Coordenador,Reino Unido,6526,2018-04-05
414,Dr. Raul Viana,28,TI,Técnico,Coreia do Sul,15367,2012-11-16
415,Paulo Jesus,55,Marketing,Analista,Índia,16736,2023-12-07
416,Julia Almeida,22,Marketing,Engenheiro,Índia,12175,2018-09-17
417,Daniel Caldeira,39,Marketing,Técnico,Índia,16826,2021-03-19
418,João Gabriel da Luz,45,Financeiro,Coordenador,Brasil,19779,2018-06-13
419,Sr. Pedro Miguel Caldeira,43,Financeiro,Engenheiro,Brasil,4319,2015-08-19
420,Ana Lívia Dias,22,Produção,Assistente,EUA,13750,2019-05-11
421,Maria Eduarda Pires,34,TI,Técnico,Alemanha,7066,2017-03-02
422,Ana Oliveira,52,Recursos Humanos,Diretor,Índia,18050,2016-10-30
423,Vicente das Neves,51,Engenharia,Assistente,EUA,7973,2011-10-02
424,Pedro Miguel da Paz,39,Financeiro,Engenheiro,Brasil,13313,2012-08-05
425,Otávio da Costa,42,Engenharia,Gerente,Índia,4218,2013-07-09
426,Sr. André Lopes,32,Recursos Humanos,Assistente,Coreia do Sul,7453,2019-02-14
427,Mariane Azevedo,26,Financeiro,Técnico,Reino Unido,7594,2016-01-20
428,Larissa Lima,48,Produção,Assistente,China,16530,2022-12-19
429,Juan Moura,51,Recursos Humanos,Diretor,Índia,16631,2023-06-24
430,Maria Vitória Cavalcanti,50,Recursos Humanos,Engenheiro,Brasil,7585,2010-12-22
431,Alexia Moreira,31,Marketing,Gerente,Coreia do Sul,8762,2010-05-06
432,Pietro Almeida,31,Marketing,Diretor,EUA,10762,2011-11-26
433,Mirella Farias,34,Recursos Humanos,Assistente,Brasil,13446,2015-05-14
434,Srta. Eduarda da Rosa,56,Recursos Humanos,Engenheiro,China,17346,2019-07-17
435,Alexandre Costela,35,Marketing,Engenheiro,China,15447,2019-01-13
436,Levi Aragão,41,Financeiro,Diretor,China,19620,2023-02-02
437,Rafaela Silva,34,Engenharia,Técnico,Índia,12643,2010-10-16
438,Luiz Fernando Jesus,35,Produção,Assistente,EUA,10705,2022-11-20
439,João Lucas Cunha,43,Marketing,Diretor,Reino Unido,12718,2021-07-01
440,Mirella Souza,42,Engenharia,Assistente,Alemanha,15254,2014-02-19
441,Diogo da Rosa,32,TI,Assistente,EUA,9227,2019-06-30
442,Heloísa Teixeira,38,Recursos Humanos,Coordenador,Alemanha,4777,2018-10-11
443,Ana Sophia Carvalho,30,Produção,Gerente,Alemanha,9724,2022-04-23
444,Sr. Theo da Cunha,45,TI,Analista,Reino Unido,15982,2014-02-14
445,Srta. Joana Monteiro,31,Financeiro,Diretor,Alemanha,16203,2014-04-23
446,Raquel Correia,58,Marketing,Assistente,Reino Unido,4330,2016-04-24
447,Sr. João Guilherme Novaes,43,Vendas,Técnico,China,6580,2021-08-16
448,Camila Almeida,50,TI,Diretor,EUA,18155,2022-09-14
449,Maria Vitória Campos,49,Engenharia,Engenheiro,Coreia do Sul,12755,2017-09-16
450,Benício Jesus,58,Recursos Humanos,Gerente,EUA,4281,2022-05-23
451,Lívia Dias,52,Vendas,Diretor,China,10500,2016-07-11
452,Vinicius Carvalho,49,Marketing,Engenheiro,Coreia do Sul,7442,2017-01-31
453,Breno da Paz,24,TI,Diretor,EUA,7971,2020-03-08
454,Emilly Souza,24,Engenharia,Assistente,Reino Unido,18968,2014-10-22
455,Arthur Martins,59,Engenharia,Coordenador,Coreia do Sul,18852,2011-04-20
456,Francisco Almeida,42,Engenharia,Engenheiro,Alemanha,18884,2018-03-09
457,Clara Aragão,51,TI,Diretor,Coreia do Sul,15732,2012-03-28
458,Letícia Almeida,55,Engenharia,Técnico,Coreia do Sul,14931,2022-06-26
459,Sr. Nathan da Rosa,35,Financeiro,Engenheiro,Reino Unido,16857,2015-06-25
460,Marcela da Mata,37,Marketing,Diretor,Índia,10119,2014-01-28
461,Catarina Nogueira,40,Recursos Humanos,Técnico,Alemanha,17962,2016-06-28
462,Ana Júlia Rodrigues,54,Financeiro,Coordenador,Brasil,15260,2012-12-29
463,Luiz Miguel Almeida,40,Produção,Analista,China,11150,2013-04-02
464,Maria Eduarda Rezende,33,Produção,Coordenador,EUA,9434,2018-02-06
465,Murilo Melo,49,Recursos Humanos,Gerente,Brasil,12086,2020-07-15
466,Maria Clara Lopes,45,Recursos Humanos,Técnico,China,18767,2020-11-02
467,Marcos Vinicius Campos,43,TI,Analista,Reino Unido,12463,2014-06-07
468,Clarice Jesus,25,Financeiro,Diretor,China,11464,2017-04-11
469,Sra. Sarah Vieira,23,Recursos Humanos,Coordenador,Reino Unido,3397,2014-10-30
470,Catarina Gomes,29,Recursos Humanos,Assistente,Índia,12010,2017-08-04
471,Vitor Hugo Cardoso,52,Recursos Humanos,Assistente,Brasil,6552,2016-06-11
472,Mariana Peixoto,35,Financeiro,Diretor,EUA,13057,2022-05-13
473,Dr. Davi Lucca Costa,53,TI,Gerente,Brasil,13303,2016-05-04
474,Maitê da Cruz,38,TI,Diretor,Brasil,8154,2015-11-11
475,Sr. Otávio Duarte,38,Engenharia,Assistente,Brasil,10214,2018-12-18
476,Sophie Alves,51,Financeiro,Técnico,Índia,14256,2012-07-08
477,Davi Fogaça,24,TI,Técnico,Brasil,12223,2023-12-31
478,Felipe Dias,33,Produção,Gerente,Alemanha,3747,2020-04-24
479,Srta. Maria Sophia Porto,32,Recursos Humanos,Assistente,Brasil,7862,2014-12-25
480,Cauã Monteiro,45,Marketing,Engenheiro,Brasil,18441,2015-06-27
481,Dra. Ana Teixeira,60,Vendas,Analista,Reino Unido,4438,2012-02-04
482,Cauê Santos,60,Produção,Técnico,Reino Unido,5740,2019-09-25
483,Clara Ferreira,23,TI,Coordenador,Reino Unido,5683,2012-12-13
484,Dr. Raul Mendes,26,TI,Técnico,China,18963,2011-12-22
485,Luiz Miguel Farias,39,Engenharia,Diretor,Coreia do Sul,6097,2016-12-11
486,Nina Vieira,43,Recursos Humanos,Assistente,China,9696,2021-11-06
487,Melissa Cunha,31,TI,Analista,Alemanha,18620,2024-04-08
488,Nathan da Costa,43,TI,Coordenador,Brasil,11993,2014-03-13
489,Emanuel Rocha,45,Recursos Humanos,Diretor,EUA,9370,2012-11-06
490,Isabelly Freitas,30,Recursos Humanos,Técnico,Brasil,16312,2015-03-15
491,Bernardo Peixoto,31,Financeiro,Assistente,Coreia do Sul,8184,2021-03-14
492,Ana Luiza Nogueira,48,Marketing,Engenheiro,Reino Unido,5233,2016-01-04
493,Larissa Novaes,57,Recursos Humanos,Diretor,Reino Unido,4794,2022-12-18
494,Sra. Clarice Duarte,35,Engenharia,Analista,Reino Unido,9065,2022-04-12
495,Isabella Almeida,39,Engenharia,Assistente,EUA,7650,2011-07-26
496,Maria Alice Fernandes,53,Engenharia,Técnico,Coreia do Sul,13200,2012-03-15
497,Anthony Cunha,60,TI,Diretor,Coreia do Sul,8183,2021-07-03
498,Natália Cardoso,56,Financeiro,Gerente,Coreia do Sul,10618,2020-09-10
499,Bruna da Costa,40,Produção,Coordenador,Coreia do Sul,13228,2017-05-20
500,Sofia Rezende,52,Produção,Engenheiro,Coreia do Sul,10876,2014-06-14
501,João Peixoto,53,Produção,Diretor,Índia,14283,2019-04-27
502,Stella Costela,25,Marketing,Analista,Índia,7213,2016-03-30
503,Benjamin Santos,37,Produção,Coordenador,Coreia do Sul,9642,2019-05-16
504,Rebeca Freitas,36,Financeiro,Diretor,Alemanha,10343,2014-02-06
505,Brenda Ramos,36,Vendas,Engenheiro,Índia,14017,2013-02-22
506,Daniel Azevedo,31,Engenharia,Coordenador,Reino Unido,15049,2021-06-11
507,Rafael da Costa,36,Vendas,Analista,Índia,6894,2022-11-01
508,Alana Ribeiro,34,Vendas,Coordenador,Brasil,13579,2019-01-29
509,Dr. Anthony das Neves,47,Recursos Humanos,Diretor,China,15654,2017-04-28
510,Isabel Peixoto,26,Marketing,Gerente,EUA,13838,2011-05-31
511,Eduarda Freitas,35,TI,Diretor,Alemanha,19708,2017-12-18
512,Srta. Luiza da Luz,58,Produção,Engenheiro,Alemanha,12346,2017-06-22
513,Ana Luiza Souza,49,Produção,Analista,Brasil,5590,2021-06-25
514,Evelyn Jesus,42,Engenharia,Assistente,China,7007,2019-02-23
515,Mariane Barbosa,59,Financeiro,Gerente,China,11064,2011-06-23
516,Sra. Alexia da Conceição,25,Financeiro,Analista,China,14479,2017-09-18
517,Diego Teixeira,52,Marketing,Técnico,Reino Unido,10056,2011-02-19
518,Pedro Souza,32,Financeiro,Analista,Alemanha,12625,2016-11-22
519,Enzo Gabriel Cunha,49,Engenharia,Engenheiro,Reino Unido,16853,2013-11-11
520,Kevin Campos,28,TI,Diretor,EUA,17621,2023-01-06
521,Melissa da Costa,34,Financeiro,Assistente,EUA,16459,2011-09-28
522,Nicole Dias,39,Vendas,Técnico,China,8142,2022-08-30
523,Nicolas Almeida,24,Engenharia,Gerente,Reino Unido,9896,2014-09-13
524,Ana da Cunha,42,Financeiro,Diretor,Alemanha,11080,2011-09-14
525,Maria Julia da Rosa,54,Vendas,Engenheiro,Reino Unido,10656,2016-05-02
526,Maria Alice Barbosa,43,Financeiro,Analista,Coreia do Sul,13928,2016-02-27
527,Sr. Luiz Miguel Fernandes,56,Recursos Humanos,Técnico,Alemanha,9957,2023-04-12
528,Alice Ramos,57,Recursos Humanos,Assistente,EUA,13944,2018-11-21
529,Sr. Arthur Correia,37,Marketing,Assistente,Alemanha,7663,2017-04-05
530,Guilherme Silva,57,Recursos Humanos,Técnico,Coreia do Sul,5372,2020-10-27
531,Luiz Gustavo Dias,54,Produção,Coordenador,EUA,10077,2024-01-28
532,Murilo da Cruz,35,Financeiro,Analista,China,16670,2022-06-11
533,Mariana Mendes,55,Engenharia,Assistente,Índia,9531,2023-08-20
534,Isadora Barros,37,TI,Engenheiro,Reino Unido,8610,2021-12-22
535,Levi Rezende,27,Produção,Diretor,Alemanha,17385,2017-10-18
536,Davi Luiz Monteiro,30,Produção,Coordenador,EUA,8686,2017-08-31
537,João Miguel Rezende,48,TI,Técnico,Coreia do Sul,18379,2014-04-04
538,Cauê Fogaça,38,Produção,Diretor,Índia,9112,2013-09-20
539,Nicole Barbosa,31,TI,Técnico,China,19526,2014-10-15
540,João Pedro Porto,45,Produção,Coordenador,Alemanha,17001,2023-02-13
541,Samuel Silva,26,TI,Assistente,Reino Unido,5548,2015-01-17
542,Dr. Noah Gonçalves,52,Recursos Humanos,Gerente,Índia,11612,2012-04-14
543,Gabrielly Monteiro,41,TI,Gerente,EUA,10142,2020-01-28
544,Heloísa Farias,57,Vendas,Diretor,Índia,17409,2011-07-18
545,Pedro Miguel Cardoso,53,Recursos Humanos,Gerente,Índia,19838,2019-10-15
546,Lucas Gabriel Cunha,27,Vendas,Gerente,Reino Unido,17705,2017-06-12
547,Laís Peixoto,58,TI,Analista,Alemanha,19782,2018-06-01
548,Dra. Bruna Campos,46,Financeiro,Diretor,Índia,17924,2018-07-29
549,João das Neves,40,Produção,Analista,Brasil,10522,2023-11-05
550,Enrico da Mota,40,Vendas,Analista,Reino Unido,5842,2019-06-23
551,Elisa Gonçalves,45,Financeiro,Engenheiro,Coreia do Sul,15428,2023-05-01
552,Sra. Emanuella Caldeira,45,TI,Engenheiro,Brasil,13763,2012-01-23
553,Maria Clara Cavalcanti,52,Vendas,Gerente,Alemanha,18504,2023-04-06
554,Ana Julia da Rosa,59,Vendas,Analista,Brasil,15439,2024-04-07
555,Raul Vieira,24,Produção,Engenheiro,China,14066,2016-11-23
556,Dra. Laura da Paz,60,TI,Gerente,Índia,3664,2022-11-10
557,Davi Fernandes,52,Financeiro,Coordenador,Alemanha,16339,2023-05-12
558,Bernardo Moraes,47,Financeiro,Diretor,Alemanha,18976,2014-07-14
559,Olivia Azevedo,59,Engenharia,Diretor,Reino Unido,7583,2015-02-16
560,Clara Lima,32,TI,Coordenador,Coreia do Sul,17837,2015-10-26
561,Emanuella Araújo,31,Recursos Humanos,Gerente,Coreia do Sul,13691,2017-11-23
562,Davi Farias,56,Marketing,Diretor,China,10238,2016-03-12
563,Julia Correia,35,Marketing,Coordenador,Reino Unido,11595,2023-12-26
564,Sr. Lucas Jesus,46,Recursos Humanos,Coordenador,Alemanha,8433,2022-12-11
565,Ian da Mata,51,Produção,Diretor,Coreia do Sul,5765,2018-03-25
566,Luna Santos,44,Produção,Técnico,EUA,19782,2018-11-09
567,Luiz Felipe Lopes,55,Engenharia,Engenheiro,Brasil,9165,2017-11-19
568,Dr. Francisco Dias,30,Recursos Humanos,Técnico,Brasil,19075,2011-04-23
569,Sabrina Alves,53,Engenharia,Coordenador,Reino Unido,4762,2018-04-30
570,João Lucas Castro,55,Produção,Assistente,Coreia do Sul,12554,2023-09-28
571,Clarice Oliveira,39,Recursos Humanos,Técnico,China,4863,2011-07-05
572,Pedro Lucas Viana,60,Vendas,Coordenador,Reino Unido,18770,2017-03-08
573,Isabel Freitas,57,Produção,Assistente,Alemanha,9393,2018-10-30
574,Sra. Nina Carvalho,47,Vendas,Coordenador,Coreia do Sul,16577,2020-06-01
575,Breno Lopes,50,Financeiro,Engenheiro,Brasil,7598,2011-07-15
576,Breno da Luz,57,Recursos Humanos,Assistente,EUA,17174,2018-09-27
577,Alícia Correia,23,TI,Coordenador,Índia,5937,2012-10-15
578,Benjamin Freitas,49,Financeiro,Analista,Reino Unido,13277,2020-04-30
579,Dr. João Pedro Melo,60,TI,Diretor,EUA,6840,2023-06-03
580,Sofia Silveira,54,Vendas,Coordenador,Coreia do Sul,14115,2017-03-14
581,Sr. Kevin Rocha,54,Financeiro,Diretor,Alemanha,10264,2011-09-23
582,Ana Luiza Moraes,40,Engenharia,Técnico,Brasil,18119,2023-05-27
583,Ana Sophia da Rocha,39,Recursos Humanos,Analista,Reino Unido,15217,2012-10-31
584,João Guilherme Santos,39,Engenharia,Diretor,Brasil,11467,2013-07-28
585,Miguel Sales,24,Financeiro,Técnico,China,12434,2023-01-09
586,Sr. Isaac Mendes,29,Financeiro,Gerente,Coreia do Sul,9127,2011-12-03
587,Benício Cardoso,37,Marketing,Coordenador,Reino Unido,5303,2018-04-15
588,Isaac Porto,35,Produção,Assistente,Brasil,18741,2018-08-07
589,Maria Eduarda Almeida,53,Recursos Humanos,Gerente,Brasil,18109,2019-03-12
590,Elisa Ribeiro,47,TI,Coordenador,Índia,15707,2018-02-19
591,Guilherme da Rocha,40,Vendas,Diretor,Alemanha,10729,2020-12-09
592,Laís Martins,32,TI,Engenheiro,EUA,14432,2014-11-26
593,Laís Barros,32,Recursos Humanos,Analista,Índia,18422,2013-04-04
594,Danilo da Costa,55,Financeiro,Técnico,EUA,3800,2015-05-12
595,Rafaela Caldeira,31,Financeiro,Coordenador,Brasil,12280,2013-04-29
596,Sra. Sophie Rocha,35,Recursos Humanos,Gerente,Alemanha,18643,2013-09-11
597,Vinicius Teixeira,59,Engenharia,Gerente,Índia,4437,2014-02-20
598,Leandro Farias,56,Financeiro,Assistente,Índia,19763,2022-05-20
599,Alana Moraes,33,Produção,Diretor,Brasil,5353,2018-03-29
600,Dr. Vinicius Castro,56,Recursos Humanos,Gerente,Coreia do Sul,15622,2023-11-10
601,Sophia da Rocha,49,Produção,Diretor,Alemanha,5297,2012-07-01
602,Helena Cunha,54,Marketing,Engenheiro,Coreia do Sul,18405,2016-04-12
603,Sr. Cauê Rocha,24,Vendas,Engenheiro,Coreia do Sul,13895,2016-03-02
604,Maria Cecília Lima,34,Vendas,Diretor,Índia,3531,2020-04-24
605,Davi Gonçalves,52,Financeiro,Gerente,Índia,8668,2018-12-03
606,Fernanda Cardoso,55,Engenharia,Analista,China,12970,2021-08-22
607,Mirella da Luz,43,Financeiro,Coordenador,Reino Unido,7025,2012-10-30
608,Nathan Mendes,56,Vendas,Engenheiro,Alemanha,6368,2019-12-10
609,Emilly Aragão,41,Marketing,Assistente,Brasil,5932,2020-10-30
610,Sr. Luigi Ramos,29,Financeiro,Analista,Brasil,15207,2018-08-29
611,Luigi da Mata,33,Marketing,Diretor,China,8049,2023-01-06
612,Ana Beatriz Barros,46,Financeiro,Gerente,China,12301,2023-04-22
613,Dra. Olivia da Conceição,37,Marketing,Técnico,EUA,19092,2020-03-21
614,Laura Costa,48,Engenharia,Coordenador,EUA,12744,2012-01-17
615,Helena Pereira,46,Engenharia,Analista,China,8656,2019-03-30
616,Dra. Yasmin Alves,25,Financeiro,Gerente,Reino Unido,19346,2019-02-01
617,Luiz Fernando da Luz,45,TI,Engenheiro,China,6609,2015-02-27
618,Sr. Carlos Eduardo Santos,26,Vendas,Diretor,EUA,11617,2011-09-22
619,Isabel da Luz,27,Vendas,Gerente,Brasil,13008,2014-11-09
620,Camila Cardoso,31,TI,Analista,Brasil,4877,2012-09-17
621,Ana Luiza da Luz,22,Financeiro,Analista,Brasil,3846,2015-03-18
622,Rebeca Barros,38,Recursos Humanos,Assistente,Brasil,16186,2017-05-12
623,Dr. Miguel Cavalcanti,45,Recursos Humanos,Diretor,Coreia do Sul,4723,2022-12-15
624,Isabel Duarte,52,Marketing,Diretor,Brasil,4794,2020-08-16
625,Raquel Oliveira,22,TI,Assistente,EUA,16012,2019-06-11
626,Fernanda Aragão,37,TI,Coordenador,China,14728,2013-09-17
627,Samuel Alves,28,TI,Diretor,Coreia do Sul,7001,2016-09-12
628,Sophie Moura,31,Recursos Humanos,Assistente,Brasil,7028,2012-01-06
629,Thiago Viana,37,Engenharia,Coordenador,Reino Unido,18657,2018-03-10
630,Marcos Vinicius Silva,38,Recursos Humanos,Diretor,Coreia do Sul,12883,2016-05-20
631,Rodrigo Santos,53,Recursos Humanos,Engenheiro,Alemanha,5021,2014-10-21
632,Lucas Gabriel Moreira,22,TI,Assistente,Brasil,16649,2014-12-06
633,Clarice Araújo,42,Recursos Humanos,Engenheiro,Alemanha,5290,2018-08-09
634,Theo da Rosa,39,Marketing,Técnico,Brasil,4036,2017-12-13
635,Lorena Pereira,41,Engenharia,Coordenador,China,19020,2013-04-27
636,Murilo Moura,43,Produção,Coordenador,Coreia do Sul,7202,2022-12-14
637,João Pedro Aragão,50,Vendas,Gerente,China,15660,2017-06-04
638,André Ramos,23,Vendas,Técnico,Índia,7738,2010-07-05
639,Maria Viana,28,Engenharia,Gerente,Alemanha,7213,2022-09-23
640,Lívia Lima,40,Produção,Diretor,Coreia do Sul,11359,2020-07-29
641,Matheus Vieira,50,Marketing,Diretor,Alemanha,11543,2024-02-23
642,Daniela Teixeira,26,Vendas,Assistente,Coreia do Sul,17395,2010-12-28
643,Henrique da Mota,32,Engenharia,Gerente,Brasil,11397,2020-12-03
644,Esther Aragão,42,Recursos Humanos,Assistente,China,6854,2010-08-27
645,Kaique Moreira,25,Financeiro,Analista,Coreia do Sul,9917,2016-10-10
646,Dr. Thomas Jesus,40,Marketing,Assistente,Reino Unido,5984,2023-03-18
647,Maria Alice Barros,43,Financeiro,Analista,EUA,17085,2012-12-23
648,João Lucas Nogueira,38,Produção,Engenheiro,China,18531,2020-07-24
649,Cauê Caldeira,50,Financeiro,Engenheiro,Brasil,17953,2023-12-10
650,Emanuel Dias,38,Marketing,Analista,Alemanha,14052,2023-01-27
651,Maria Julia Lima,23,Engenharia,Analista,Brasil,15329,2013-10-28
652,Enzo Cavalcanti,57,Vendas,Diretor,Alemanha,13751,2022-08-24
653,Ryan Nascimento,56,Engenharia,Analista,Índia,16104,2015-01-20
654,Raul Cardoso,60,Financeiro,Analista,Alemanha,9065,2010-12-22
655,Sophia Ramos,52,Vendas,Assistente,Reino Unido,13608,2019-02-22
656,Guilherme Duarte,45,Financeiro,Diretor,EUA,18343,2013-12-31
657,Rafaela Viana,37,Engenharia,Assistente,Coreia do Sul,17503,2023-12-09
658,Clarice Cardoso,50,Produção,Analista,Alemanha,12035,2020-07-11
659,Manuela da Costa,49,Produção,Técnico,China,3101,2018-06-13
